Symbol,Name,Risk,Sector,Quote
FFIN,"First Financial Bankshares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/ffin
SIGI,"Selective Insurance Group, Inc.",Low,Finance,https://www.nasdaq.com/symbol/sigi
VIRT,"Virtu Financial, Inc.",Low,Finance,https://www.nasdaq.com/symbol/virt
IBKC,IBERIABANK Corporation,Low,Finance,https://www.nasdaq.com/symbol/ibkc
TREE,"LendingTree, Inc.",Low,Finance,https://www.nasdaq.com/symbol/tree
WTFC,Wintrust Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/wtfc
FSV,FirstService Corporation,Low,Finance,https://www.nasdaq.com/symbol/fsv
OZK,Bank OZK,Low,Finance,https://www.nasdaq.com/symbol/ozk
SLM,SLM Corporation,Low,Finance,https://www.nasdaq.com/symbol/slm
FTDR,"frontdoor, inc.",Low,Finance,https://www.nasdaq.com/symbol/ftdr
UMPQ,Umpqua Holdings Corporation,Low,Finance,https://www.nasdaq.com/symbol/umpq
UBSI,"United Bankshares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/ubsi
ESGR,Enstar Group Limited,Low,Finance,https://www.nasdaq.com/symbol/esgr
VLY,Valley National Bancorp,Low,Finance,https://www.nasdaq.com/symbol/vly
GBCI,"Glacier Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/gbci
FHB,"First Hawaiian, Inc.",Low,Finance,https://www.nasdaq.com/symbol/fhb
HWC,Hancock Whitney Corporation,Low,Finance,https://www.nasdaq.com/symbol/hwc
TCF,TCF Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/tcf
NAVI,Navient Corporation,Low,Finance,https://www.nasdaq.com/symbol/navi
UMBF,UMB Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/umbf
HOMB,"Home BancShares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/homb
ANAT,American National Insurance Company,Low,Finance,https://www.nasdaq.com/symbol/anat
CSFL,CenterState Bank Corporation,Low,Finance,https://www.nasdaq.com/symbol/csfl
ISBC,"Investors Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/isbc
TCBI,"Texas Capital Bancshares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/tcbi
AUB,Atlantic Union Bankshares Corporation,Low,Finance,https://www.nasdaq.com/symbol/aub
CVBF,CVB Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/cvbf
ONB,Old National Bancorp,Low,Finance,https://www.nasdaq.com/symbol/onb
HLNE,Hamilton Lane Incorporated,Low,Finance,https://www.nasdaq.com/symbol/hlne
CATY,Cathay General Bancorp,Low,Finance,https://www.nasdaq.com/symbol/caty
WAFD,"Washington Federal, Inc.",Low,Finance,https://www.nasdaq.com/symbol/wafd
FULT,Fulton Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/fult
NGHC,National General Holdings Corp,Low,Finance,https://www.nasdaq.com/symbol/nghc
CIGI,Colliers International Group Inc.,Low,Finance,https://www.nasdaq.com/symbol/cigi
SSB,South State Corporation,Low,Finance,https://www.nasdaq.com/symbol/ssb
ABCB,Ameris Bancorp,Low,Finance,https://www.nasdaq.com/symbol/abcb
COLB,"Columbia Banking System, Inc.",Low,Finance,https://www.nasdaq.com/symbol/colb
INDB,Independent Bank Corp.,Low,Finance,https://www.nasdaq.com/symbol/indb
FIBK,"First Interstate BancSystem, Inc.",Low,Finance,https://www.nasdaq.com/symbol/fibk
FFBC,First Financial Bancorp.,Low,Finance,https://www.nasdaq.com/symbol/ffbc
SFNC,Simmons First National Corporation,Low,Finance,https://www.nasdaq.com/symbol/sfnc
IBOC,International Bancshares Corporation,Low,Finance,https://www.nasdaq.com/symbol/iboc
IBTX,"Independent Bank Group, Inc",Low,Finance,https://www.nasdaq.com/symbol/ibtx
CBSHP,"Commerce Bancshares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/cbshp
FMBI,"First Midwest Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/fmbi
EHTH,"eHealth, Inc.",Low,Finance,https://www.nasdaq.com/symbol/ehth
TRMK,Trustmark Corporation,Low,Finance,https://www.nasdaq.com/symbol/trmk
UCBI,"United Community Banks, Inc.",Low,Finance,https://www.nasdaq.com/symbol/ucbi
WSFS,WSFS Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/wsfs
FANH,Fanhua Inc.,Low,Finance,https://www.nasdaq.com/symbol/fanh
LTXB,"LegacyTexas Financial Group, Inc.",Low,Finance,https://www.nasdaq.com/symbol/ltxb
RNST,Renasant Corporation,Low,Finance,https://www.nasdaq.com/symbol/rnst
BANR,Banner Corporation,Low,Finance,https://www.nasdaq.com/symbol/banr
WSBC,"WesBanco, Inc.",Low,Finance,https://www.nasdaq.com/symbol/wsbc
FRME,First Merchants Corporation,Low,Finance,https://www.nasdaq.com/symbol/frme
CFFN,"Capitol Federal Financial, Inc.",Low,Finance,https://www.nasdaq.com/symbol/cffn
FOCS,Focus Financial Partners Inc.,Low,Finance,https://www.nasdaq.com/symbol/focs
KNSL,"Kinsale Capital Group, Inc.",Low,Finance,https://www.nasdaq.com/symbol/knsl
PPBI,Pacific Premier Bancorp Inc,Low,Finance,https://www.nasdaq.com/symbol/ppbi
BANF,BancFirst Corporation,Low,Finance,https://www.nasdaq.com/symbol/banf
BGCP,"BGC Partners, Inc.",Low,Finance,https://www.nasdaq.com/symbol/bgcp
HOPE,"Hope Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/hope
LX,LexinFintech Holdings Ltd.,Low,Finance,https://www.nasdaq.com/symbol/lx
NWBI,"Northwest Bancshares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/nwbi
SFBS,"ServisFirst Bancshares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/sfbs
CLBK,"Columbia Financial, Inc.",Low,Finance,https://www.nasdaq.com/symbol/clbk
HTLF,"Heartland Financial USA, Inc.",Low,Finance,https://www.nasdaq.com/symbol/htlf
NMRK,"Newmark Group, Inc.",Low,Finance,https://www.nasdaq.com/symbol/nmrk
WABC,Westamerica Bancorporation,Low,Finance,https://www.nasdaq.com/symbol/wabc
NBTB,NBT Bancorp Inc.,Low,Finance,https://www.nasdaq.com/symbol/nbtb
NMIH,NMI Holdings Inc,Low,Finance,https://www.nasdaq.com/symbol/nmih
RDFN,Redfin Corporation,Low,Finance,https://www.nasdaq.com/symbol/rdfn
GSHD,"Goosehead Insurance, Inc.",Low,Finance,https://www.nasdaq.com/symbol/gshd
CRVL,CorVel Corp.,Low,Finance,https://www.nasdaq.com/symbol/crvl
QFIN,"360 Finance, Inc.",Low,Finance,https://www.nasdaq.com/symbol/qfin
SAFT,"Safety Insurance Group, Inc.",Low,Finance,https://www.nasdaq.com/symbol/saft
BUSE,First Busey Corporation,Low,Finance,https://www.nasdaq.com/symbol/buse
STFC,State Auto Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/stfc
BCOR,"Blucora, Inc.",Low,Finance,https://www.nasdaq.com/symbol/bcor
JRVR,"James River Group Holdings, Ltd.",Low,Finance,https://www.nasdaq.com/symbol/jrvr
PRAA,"PRA Group, Inc.",Low,Finance,https://www.nasdaq.com/symbol/praa
EGBN,"Eagle Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/egbn
SBCF,Seacoast Banking Corporation of Florida,Low,Finance,https://www.nasdaq.com/symbol/sbcf
VBTX,"Veritex Holdings, Inc.",Low,Finance,https://www.nasdaq.com/symbol/vbtx
OPI,Office Properties Income Trust,Low,Finance,https://www.nasdaq.com/symbol/opi
SG,"Sirius International Insurance Group, Ltd.",Low,Finance,https://www.nasdaq.com/symbol/sg
UFCS,"United Fire Group, Inc",Low,Finance,https://www.nasdaq.com/symbol/ufcs
STBA,"S&T Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/stba
SASR,"Sandy Spring Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/sasr
CHCO,City Holding Company,Low,Finance,https://www.nasdaq.com/symbol/chco
FHL,Futu Holdings Limited,Low,Finance,https://www.nasdaq.com/symbol/fhl
AMSF,"AMERISAFE, Inc.",Low,Finance,https://www.nasdaq.com/symbol/amsf
OCFC,OceanFirst Financial Corp.,Low,Finance,https://www.nasdaq.com/symbol/ocfc
KRNY,Kearny Financial,Low,Finance,https://www.nasdaq.com/symbol/krny
VCTR,"Victory Capital Holdings, Inc.",Low,Finance,https://www.nasdaq.com/symbol/vctr
SRCE,1st Source Corporation,Low,Finance,https://www.nasdaq.com/symbol/srce
BRKL,"Brookline Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/brkl
LKFN,Lakeland Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/lkfn
CASH,"Meta Financial Group, Inc.",Low,Finance,https://www.nasdaq.com/symbol/cash
SBSI,"Southside Bancshares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/sbsi
WRLD,World Acceptance Corporation,Low,Finance,https://www.nasdaq.com/symbol/wrld
TCBK,TriCo Bancshares,Low,Finance,https://www.nasdaq.com/symbol/tcbk
EFSC,Enterprise Financial Services Corporation,Low,Finance,https://www.nasdaq.com/symbol/efsc
ECPG,Encore Capital Group Inc,Low,Finance,https://www.nasdaq.com/symbol/ecpg
FBNC,First Bancorp,Low,Finance,https://www.nasdaq.com/symbol/fbnc
HFWA,Heritage Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/hfwa
RBCAA,"Republic Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/rbcaa
NWLI,"National Western Life Group, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/nwli
EBSB,"Meridian Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/ebsb
TVIX,Credit Suisse AG,Medium,Finance,https://www.nasdaq.com/symbol/tvix
BPFH,"Boston Private Financial Holdings, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/bpfh
WETF,"WisdomTree Investments, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/wetf
WASH,"Washington Trust Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/wash
SYBT,"Stock Yards Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/sybt
GSBC,"Great Southern Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/gsbc
GABC,"German American Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/gabc
AMBC,"Ambac Financial Group, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/ambc
OBNK,"Origin Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/obnk
LBAI,"Lakeland Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/lbai
TBK,"Triumph Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/tbk
ORIT,Oritani Financial Corp.,Medium,Finance,https://www.nasdaq.com/symbol/orit
CNOB,"ConnectOne Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/cnob
UVSP,Univest Financial Corporation,Medium,Finance,https://www.nasdaq.com/symbol/uvsp
JFIN,Jiayin Group Inc.,Medium,Finance,https://www.nasdaq.com/symbol/jfin
AMTB,Amerant Bancorp Inc.,Medium,Finance,https://www.nasdaq.com/symbol/amtb
HBNC,"Horizon Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/hbnc
TRST,TrustCo Bank Corp NY,Medium,Finance,https://www.nasdaq.com/symbol/trst
CBTX,"CBTX, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/cbtx
PUYI,Puyi Inc.,Medium,Finance,https://www.nasdaq.com/symbol/puyi
CARO,Carolina Financial Corporation,Medium,Finance,https://www.nasdaq.com/symbol/caro
TSCAP,"TriState Capital Holdings, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/tscap
LOB,"Live Oak Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/lob
INTL,INTL FCStone Inc.,Medium,Finance,https://www.nasdaq.com/symbol/intl
EMCI,EMC Insurance Group Inc.,Medium,Finance,https://www.nasdaq.com/symbol/emci
NFBK,"Northfield Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/nfbk
HMST,"HomeStreet, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/hmst
CTBI,"Community Trust Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/ctbi
VRTS,"Virtus Investment Partners, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/vrts
BMTC,Bryn Mawr Bank Corporation,Medium,Finance,https://www.nasdaq.com/symbol/bmtc
UBNK,"United Financial Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/ubnk
DCOM,"Dime Community Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/dcom
ABTX,"Allegiance Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/abtx
COOP,Mr. Cooper Group Inc.,Medium,Finance,https://www.nasdaq.com/symbol/coop
CAC,Camden National Corporation,Medium,Finance,https://www.nasdaq.com/symbol/cac
PLMR,"Palomar Holdings, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/plmr
FFWM,First Foundation Inc.,Medium,Finance,https://www.nasdaq.com/symbol/ffwm
PEBO,Peoples Bancorp Inc.,Medium,Finance,https://www.nasdaq.com/symbol/pebo
HAFC,Hanmi Financial Corporation,Medium,Finance,https://www.nasdaq.com/symbol/hafc
MSBI,"Midland States Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/msbi
EXPI,"eXp World Holdings, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/expi
AMTBB,Amerant Bancorp Inc.,Medium,Finance,https://www.nasdaq.com/symbol/amtbb
LBC,Luther Burbank Corporation,Medium,Finance,https://www.nasdaq.com/symbol/lbc
HONE,"HarborOne Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/hone
TSC,"TriState Capital Holdings, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/tsc
NCBS,Nicolet Bankshares Inc.,Medium,Finance,https://www.nasdaq.com/symbol/ncbs
QCRH,"QCR Holdings, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/qcrh
BMRC,Bank of Marin Bancorp,Medium,Finance,https://www.nasdaq.com/symbol/bmrc
BDGE,"Bridge Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/bdge
FFIC,Flushing Financial Corporation,Medium,Finance,https://www.nasdaq.com/symbol/ffic
PUB,People&#39;s Utah Bancorp,Medium,Finance,https://www.nasdaq.com/symbol/pub
FBMS,"The First Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/fbms
FMBH,"First Mid Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/fmbh
FDEF,First Defiance Financial Corp.,Medium,Finance,https://www.nasdaq.com/symbol/fdef
TIGR,UP Fintech Holding Limited,Medium,Finance,https://www.nasdaq.com/symbol/tigr
PGC,Peapack-Gladstone Financial Corporation,Medium,Finance,https://www.nasdaq.com/symbol/pgc
MBWM,Mercantile Bank Corporation,Medium,Finance,https://www.nasdaq.com/symbol/mbwm
FLIC,The First of Long Island Corporation,Medium,Finance,https://www.nasdaq.com/symbol/flic
TBBK,"The Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/tbbk
HTBK,Heritage Commerce Corp,Medium,Finance,https://www.nasdaq.com/symbol/htbk
THFF,First Financial Corporation Indiana,Medium,Finance,https://www.nasdaq.com/symbol/thff
PACQ,Pure Acquisition Corp.,Medium,Finance,https://www.nasdaq.com/symbol/pacq
COWN,Cowen Inc.,Medium,Finance,https://www.nasdaq.com/symbol/cown
FCBC,"First Community Bankshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/fcbc
MBIN,Merchants Bancorp,Medium,Finance,https://www.nasdaq.com/symbol/mbin
CRESY,Cresud S.A.C.I.F. y A.,Medium,Finance,https://www.nasdaq.com/symbol/cresy
FITBI,Fifth Third Bancorp,Medium,Finance,https://www.nasdaq.com/symbol/fitbi
GMHI,"Gores Metropoulos, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/gmhi
MOFG,"MidWestOne Financial Group, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/mofg
GRSH,"Gores Holdings III, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/grsh
SBT,"Sterling Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/sbt
RPAY,Repay Holdings Corporation,Medium,Finance,https://www.nasdaq.com/symbol/rpay
DHIL,"Diamond Hill Investment Group, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/dhil
FRPH,"FRP Holdings, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/frph
FISI,"Financial Institutions, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/fisi
UCFC,United Community Financial Corp.,Medium,Finance,https://www.nasdaq.com/symbol/ucfc
UIHC,United Insurance Holdings Corp.,Medium,Finance,https://www.nasdaq.com/symbol/uihc
IBCP,Independent Bank Corporation,Medium,Finance,https://www.nasdaq.com/symbol/ibcp
AROW,Arrow Financial Corporation,Medium,Finance,https://www.nasdaq.com/symbol/arow
OLBK,"Old Line Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/olbk
BOMN,Boston Omaha Corporation,Medium,Finance,https://www.nasdaq.com/symbol/bomn
HTBI,"HomeTrust Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/htbi
WSBF,"Waterstone Financial, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/wsbf
CNBKA,"Century Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/cnbka
TMCX,Trinity Merger Corp.,Medium,Finance,https://www.nasdaq.com/symbol/tmcx
STNL,Sentinel Energy Services Inc.,Medium,Finance,https://www.nasdaq.com/symbol/stnl
FTAC,FinTech Acquisition Corp. III,Medium,Finance,https://www.nasdaq.com/symbol/ftac
CCBG,Capital City Bank Group,Medium,Finance,https://www.nasdaq.com/symbol/ccbg
CCNE,CNB Financial Corporation,Medium,Finance,https://www.nasdaq.com/symbol/ccne
ACBI,"Atlantic Capital Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/acbi
ATAX,"America First Multifamily Investors, L.P.",Medium,Finance,https://www.nasdaq.com/symbol/atax
DGICA,"Donegal Group, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/dgica
EQBK,"Equity Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/eqbk
AMNB,"American National Bankshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/amnb
BFC,Bank First Corporation,Medium,Finance,https://www.nasdaq.com/symbol/bfc
HYAC,Haymaker Acquisition Corp. II,Medium,Finance,https://www.nasdaq.com/symbol/hyac
FMNB,Farmers National Banc Corp.,Medium,Finance,https://www.nasdaq.com/symbol/fmnb
RBB,RBB Bancorp,Medium,Finance,https://www.nasdaq.com/symbol/rbb
GBLI,Global Indemnity Limited,Medium,Finance,https://www.nasdaq.com/symbol/gbli
TCGP,The Carlyle Group L.P.,Medium,Finance,https://www.nasdaq.com/symbol/tcgp
BSRR,Sierra Bancorp,Medium,Finance,https://www.nasdaq.com/symbol/bsrr
OSBC,"Old Second Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/osbc
DGICB,"Donegal Group, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/dgicb
SONA,"Southern National Bancorp of Virginia, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/sona
CATC,Cambridge Bancorp,Medium,Finance,https://www.nasdaq.com/symbol/catc
NODK,"NI Holdings, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/nodk
ACAM,Acamar Partners Acquisition Corp.,Medium,Finance,https://www.nasdaq.com/symbol/acam
ACTT,Act II Global Acquisition Corp.,Medium,Finance,https://www.nasdaq.com/symbol/actt
EBTC,Enterprise Bancorp Inc,Medium,Finance,https://www.nasdaq.com/symbol/ebtc
CFFA,CF Finance Acquisition Corp.,Medium,Finance,https://www.nasdaq.com/symbol/cffa
GWGH,"GWG Holdings, Inc",Medium,Finance,https://www.nasdaq.com/symbol/gwgh
PFIS,Peoples Financial Services Corp.,Medium,Finance,https://www.nasdaq.com/symbol/pfis
GNTY,"Guaranty Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/gnty
HBCP,"Home Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/hbcp
DEACU,Diamond Eagle Acquisition Corp.,Medium,Finance,https://www.nasdaq.com/symbol/deacu
CZNC,Citizens & Northern Corp,Medium,Finance,https://www.nasdaq.com/symbol/cznc
MCBC,Macatawa Bank Corporation,Medium,Finance,https://www.nasdaq.com/symbol/mcbc
NEBU,Nebula Acquisition Corporation,Medium,Finance,https://www.nasdaq.com/symbol/nebu
THCB,Tuscan Holdings Corp.,Medium,Finance,https://www.nasdaq.com/symbol/thcb
CIVB,"Civista Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/civb
WTBA,West Bancorporation,Medium,Finance,https://www.nasdaq.com/symbol/wtba
PCSB,PCSB Financial Corporation,Medium,Finance,https://www.nasdaq.com/symbol/pcsb
BWB,"Bridgewater Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/bwb
RRBI,"Red River Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/rrbi
DPHC,DiamondPeak Holdings Corp.,Medium,Finance,https://www.nasdaq.com/symbol/dphc
YIN,Yintech Investment Holdings Limited,Medium,Finance,https://www.nasdaq.com/symbol/yin
SMMF,"Summit Financial Group, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/smmf
BPOPN,"Popular, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/bpopn
BFST,"Business First Bancshares, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/bfst
SMBC,"Southern Missouri Bancorp, Inc.",Medium,Finance,https://www.nasdaq.com/symbol/smbc
