Symbol,Name,Risk,Sector,Quote
USOI,Credit Suisse AG,High,Finance,https://www.nasdaq.com/symbol/usoi
INSUW,Insurance Acquisition Corp.,High,Finance,https://www.nasdaq.com/symbol/insuw
OPHC,"OptimumBank Holdings, Inc.",High,Finance,https://www.nasdaq.com/symbol/ophc
OXBR,Oxbridge Re Holdings Limited,High,Finance,https://www.nasdaq.com/symbol/oxbr
AFH,"Atlas Financial Holdings, Inc.",High,Finance,https://www.nasdaq.com/symbol/afh
NGHCN,National General Holdings Corp,High,Finance,https://www.nasdaq.com/symbol/nghcn
NGHCO,National General Holdings Corp,High,Finance,https://www.nasdaq.com/symbol/nghco
LMFA,"LM Funding America, Inc.",High,Finance,https://www.nasdaq.com/symbol/lmfa
GLG,"Bat Group, Inc.",High,Finance,https://www.nasdaq.com/symbol/glg
HBANN,Huntington Bancshares Incorporated,High,Finance,https://www.nasdaq.com/symbol/hbann
JFKKW,8i Enterprises Acquisition Corp,High,Finance,https://www.nasdaq.com/symbol/jfkkw
CIVBP,"Civista Bancshares, Inc.",High,Finance,https://www.nasdaq.com/symbol/civbp
ESGRP,Enstar Group Limited,High,Finance,https://www.nasdaq.com/symbol/esgrp
ESGRO,Enstar Group Limited,High,Finance,https://www.nasdaq.com/symbol/esgro
AMGN,Amgen Inc.,Low,Health Care,https://www.nasdaq.com/symbol/amgn
SNY,Sanofi,Low,Health Care,https://www.nasdaq.com/symbol/sny
GILD,"Gilead Sciences, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/gild
CELG,Celgene Corporation,Low,Health Care,https://www.nasdaq.com/symbol/celg
ISRG,"Intuitive Surgical, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/isrg
WBA,"Walgreens Boots Alliance, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/wba
BIIB,Biogen Inc.,Low,Health Care,https://www.nasdaq.com/symbol/biib
VRTX,Vertex Pharmaceuticals Incorporated,Low,Health Care,https://www.nasdaq.com/symbol/vrtx
REGN,"Regeneron Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/regn
ALXN,"Alexion Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/alxn
IDXX,"IDEXX Laboratories, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/idxx
INCY,Incyte Corporation,Low,Health Care,https://www.nasdaq.com/symbol/incy
ALGN,"Align Technology, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/algn
GRFS,"Grifols, S.A.",Low,Health Care,https://www.nasdaq.com/symbol/grfs
EXAS,Exact Sciences Corporation,Low,Health Care,https://www.nasdaq.com/symbol/exas
DXCM,"DexCom, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/dxcm
BMRN,BioMarin Pharmaceutical Inc.,Low,Health Care,https://www.nasdaq.com/symbol/bmrn
HOLX,"Hologic, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/holx
XRAY,DENTSPLY SIRONA Inc.,Low,Health Care,https://www.nasdaq.com/symbol/xray
ABMD,"ABIOMED, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/abmd
SGEN,"Seattle Genetics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/sgen
GMAB,Genmab A/S,Low,Health Care,https://www.nasdaq.com/symbol/gmab
SRPT,"Sarepta Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/srpt
MYL,Mylan N.V.,Low,Health Care,https://www.nasdaq.com/symbol/myl
HSIC,"Henry Schein, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/hsic
GLPG,Galapagos NV,Low,Health Care,https://www.nasdaq.com/symbol/glpg
IONS,"Ionis Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/ions
NBIX,"Neurocrine Biosciences, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/nbix
QGEN,Qiagen N.V.,Low,Health Care,https://www.nasdaq.com/symbol/qgen
ICLR,ICON plc,Low,Health Care,https://www.nasdaq.com/symbol/iclr
MASI,Masimo Corporation,Low,Health Care,https://www.nasdaq.com/symbol/masi
ALNY,"Alnylam Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/alny
BGNE,"BeiGene, Ltd.",Low,Health Care,https://www.nasdaq.com/symbol/bgne
SAGE,"Sage Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/sage
GH,"Guardant Health, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/gh
NVCR,NovoCure Limited,Low,Health Care,https://www.nasdaq.com/symbol/nvcr
TECH,Bio-Techne Corp,Low,Health Care,https://www.nasdaq.com/symbol/tech
JAZZ,Jazz Pharmaceuticals plc,Low,Health Care,https://www.nasdaq.com/symbol/jazz
PODD,Insulet Corporation,Low,Health Care,https://www.nasdaq.com/symbol/podd
BLUE,"bluebird bio, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/blue
AMRN,Amarin Corporation plc,Low,Health Care,https://www.nasdaq.com/symbol/amrn
PRAH,"PRA Health Sciences, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/prah
EXEL,"Exelixis, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/exel
ASND,Ascendis Pharma A/S,Low,Health Care,https://www.nasdaq.com/symbol/asnd
IART,Integra LifeSciences Holdings Corporation,Low,Health Care,https://www.nasdaq.com/symbol/iart
ARGX,argenx SE,Low,Health Care,https://www.nasdaq.com/symbol/argx
SYNH,"Syneos Health, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/synh
ICUI,"ICU Medical, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/icui
GWPH,GW Pharmaceuticals Plc,Low,Health Care,https://www.nasdaq.com/symbol/gwph
NKTR,Nektar Therapeutics,Low,Health Care,https://www.nasdaq.com/symbol/nktr
BPMC,Blueprint Medicines Corporation,Low,Health Care,https://www.nasdaq.com/symbol/bpmc
ADPT,Adaptive Biotechnologies Corporation,Low,Health Care,https://www.nasdaq.com/symbol/adpt
RGEN,Repligen Corporation,Low,Health Care,https://www.nasdaq.com/symbol/rgen
HZNP,Horizon Therapeutics Public Limited Company,Low,Health Care,https://www.nasdaq.com/symbol/hznp
AMED,Amedisys Inc,Low,Health Care,https://www.nasdaq.com/symbol/amed
MRNA,"Moderna, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/mrna
FGEN,"FibroGen, Inc",Low,Health Care,https://www.nasdaq.com/symbol/fgen
LVGO,"Livongo Health, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/lvgo
LHCG,LHC Group,Low,Health Care,https://www.nasdaq.com/symbol/lhcg
ONCE,"Spark Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/once
MRTX,"Mirati Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/mrtx
MOR,MorphoSys AG,Low,Health Care,https://www.nasdaq.com/symbol/mor
ALLO,"Allogene Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/allo
CBPO,"China Biologic Products Holdings, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/cbpo
NEOG,Neogen Corporation,Low,Health Care,https://www.nasdaq.com/symbol/neog
LIVN,LivaNova PLC,Low,Health Care,https://www.nasdaq.com/symbol/livn
TNDM,"Tandem Diabetes Care, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/tndm
ALKS,Alkermes plc,Low,Health Care,https://www.nasdaq.com/symbol/alks
WMGI,Wright Medical Group N.V.,Low,Health Care,https://www.nasdaq.com/symbol/wmgi
BBIO,"BridgeBio Pharma, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/bbio
ACAD,ACADIA Pharmaceuticals Inc.,Low,Health Care,https://www.nasdaq.com/symbol/acad
UTHR,United Therapeutics Corporation,Low,Health Care,https://www.nasdaq.com/symbol/uthr
NUVA,"NuVasive, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/nuva
RARE,Ultragenyx Pharmaceutical Inc.,Low,Health Care,https://www.nasdaq.com/symbol/rare
GBT,"Global Blood Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/gbt
ENSG,"The Ensign Group, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/ensg
FOLD,"Amicus Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/fold
ARNA,"Arena Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/arna
IOVA,"Iovance Biotherapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/iova
MDCO,The Medicines Company,Low,Health Care,https://www.nasdaq.com/symbol/mdco
ACHC,"Acadia Healthcare Company, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/achc
IMMU,"Immunomedics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/immu
MEDP,"Medpace Holdings, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/medp
AGIO,"Agios Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/agio
PTCT,"PTC Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/ptct
HCM,Hutchison China MediTech Limited,Low,Health Care,https://www.nasdaq.com/symbol/hcm
CRSP,CRISPR Therapeutics AG,Low,Health Care,https://www.nasdaq.com/symbol/crsp
ARWR,"Arrowhead Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/arwr
GHDX,"Genomic Health, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/ghdx
RETA,"Reata Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/reta
CVET,"Covetrus, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/cvet
MYOK,"MyoKardia, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/myok
XNCR,"Xencor, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/xncr
CNMD,CONMED Corporation,Low,Health Care,https://www.nasdaq.com/symbol/cnmd
HALO,"Halozyme Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/halo
EYE,"National Vision Holdings, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/eye
QDEL,Quidel Corporation,Low,Health Care,https://www.nasdaq.com/symbol/qdel
NEO,"NeoGenomics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/neo
XLRN,Acceleron Pharma Inc.,Low,Health Care,https://www.nasdaq.com/symbol/xlrn
QURE,uniQure N.V.,Low,Health Care,https://www.nasdaq.com/symbol/qure
MMSI,"Merit Medical Systems, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/mmsi
MYGN,"Myriad Genetics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/mygn
ZLAB,Zai Lab Limited,Low,Health Care,https://www.nasdaq.com/symbol/zlab
ICPT,"Intercept Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/icpt
IRTC,"iRhythm Technologies, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/irtc
DNLI,Denali Therapeutics Inc.,Low,Health Care,https://www.nasdaq.com/symbol/dnli
ZGNX,"Zogenix, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/zgnx
AKCA,"Akcea Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/akca
INSM,"Insmed, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/insm
NTRA,"Natera, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/ntra
PDCO,"Patterson Companies, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/pdco
PTLA,"Portola Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/ptla
PCRX,"Pacira BioSciences, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/pcrx
LGND,Ligand Pharmaceuticals Incorporated,Low,Health Care,https://www.nasdaq.com/symbol/lgnd
APLS,"Apellis Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/apls
HCSG,"Healthcare Services Group, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/hcsg
SUPN,"Supernus Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/supn
BOLD,"Audentes Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/bold
MGLN,"Magellan Health, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/mgln
NRC,National Research Corporation,Low,Health Care,https://www.nasdaq.com/symbol/nrc
IRWD,"Ironwood Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/irwd
RGNX,REGENXBIO Inc.,Low,Health Care,https://www.nasdaq.com/symbol/rgnx
CSII,"Cardiovascular Systems, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/csii
RARX,"Ra Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/rarx
BEAT,"BioTelemetry, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/beat
TCDA,"Tricida, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/tcda
ALLK,Allakos Inc.,Low,Health Care,https://www.nasdaq.com/symbol/allk
ENTA,"Enanta Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/enta
ALEC,"Alector, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/alec
ANAB,"AnaptysBio, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/anab
FATE,"Fate Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/fate
ATRI,Atrion Corporation,Low,Health Care,https://www.nasdaq.com/symbol/atri
ATNX,"Athenex, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/atnx
SGMO,"Sangamo Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/sgmo
CDNA,"CareDx, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/cdna
HRTX,"Heron Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/hrtx
SWAV,"ShockWave Medical, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/swav
VCYT,"Veracyte, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/vcyt
INGN,"Inogen, Inc",Low,Health Care,https://www.nasdaq.com/symbol/ingn
MDGL,"Madrigal Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/mdgl
SILK,"Silk Road Medical, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/silk
GOSS,"Gossamer Bio, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/goss
ODT,"Odonate Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/odt
OPK,"Opko Health, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/opk
STAA,STAAR Surgical Company,Low,Health Care,https://www.nasdaq.com/symbol/staa
CORT,Corcept Therapeutics Incorporated,Low,Health Care,https://www.nasdaq.com/symbol/cort
XON,Intrexon Corporation,Low,Health Care,https://www.nasdaq.com/symbol/xon
PAHC,Phibro Animal Health Corporation,Low,Health Care,https://www.nasdaq.com/symbol/pahc
ATRC,"AtriCure, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/atrc
EDIT,"Editas Medicine, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/edit
TPTX,"Turning Point Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/tptx
ARQL,"ArQule, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/arql
ORTX,Orchard Therapeutics plc,Low,Health Care,https://www.nasdaq.com/symbol/ortx
AIMT,"Aimmune Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/aimt
EIDX,"Eidos Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/eidx
EPZM,"Epizyme, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/epzm
INVA,"Innoviva, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/inva
CHRS,"Coherus BioSciences, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/chrs
TBPH,"Theravance Biopharma, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/tbph
NSTG,"NanoString Technologies, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/nstg
ZIOP,ZIOPHARM Oncology Inc,Low,Health Care,https://www.nasdaq.com/symbol/ziop
MNTA,"Momenta Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/mnta
TRUP,"Trupanion, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/trup
CARA,"Cara Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/cara
TCMD,"Tactile Systems Technology, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/tcmd
TWST,Twist Bioscience Corporation,Low,Health Care,https://www.nasdaq.com/symbol/twst
ESPR,"Esperion Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/espr
ADUS,Addus HomeCare Corporation,Low,Health Care,https://www.nasdaq.com/symbol/adus
NTUS,Natus Medical Incorporated,Low,Health Care,https://www.nasdaq.com/symbol/ntus
RUBY,"Rubius Therapeutics, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/ruby
AXNX,"Axonics Modulation Technologies, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/axnx
ANIP,"ANI Pharmaceuticals, Inc.",Low,Health Care,https://www.nasdaq.com/symbol/anip
OFIX,Orthofix Medical Inc.,Low,Health Care,https://www.nasdaq.com/symbol/ofix
AERI,"Aerie Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/aeri
RDUS,"Radius Health, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/rdus
LMNX,Luminex Corporation,Medium,Health Care,https://www.nasdaq.com/symbol/lmnx
PETQ,"PetIQ, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/petq
CRTX,"Cortexyme, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/crtx
AMPH,"Amphastar Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/amph
OGI,Organigram Holdings Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/ogi
DRNA,"Dicerna Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/drna
GTHX,"G1 Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/gthx
NGM,"NGM Biopharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/ngm
MGTX,MeiraGTx Holdings plc,Medium,Health Care,https://www.nasdaq.com/symbol/mgtx
ARVN,"Arvinas, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/arvn
PRNB,Principia Biopharma Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/prnb
LNTH,"Lantheus Holdings, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/lnth
VRAY,"ViewRay, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/vray
ADVM,"Adverum Biotechnologies, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/advm
AXSM,"Axsome Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/axsm
SPPI,"Spectrum Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/sppi
ALDR,"Alder BioPharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/aldr
DCPH,"Deciphera Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/dcph
VCEL,Vericel Corporation,Medium,Health Care,https://www.nasdaq.com/symbol/vcel
TVTY,"Tivity Health, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/tvty
NTLA,"Intellia Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/ntla
RTRX,"Retrophin, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/rtrx
KRYS,"Krystal Biotech, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/krys
VYGR,"Voyager Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/vygr
CERS,Cerus Corporation,Medium,Health Care,https://www.nasdaq.com/symbol/cers
FIXX,"Homology Medicines, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/fixx
STOK,"Stoke Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/stok
YMAB,"Y-mAbs Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/ymab
OMER,Omeros Corporation,Medium,Health Care,https://www.nasdaq.com/symbol/omer
ANGO,"AngioDynamics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/ango
ANIK,Anika Therapeutics Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/anik
EGRX,"Eagle Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/egrx
RDNT,"RadNet, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/rdnt
WVE,WAVE Life Sciences Ltd.,Medium,Health Care,https://www.nasdaq.com/symbol/wve
KURA,"Kura Oncology, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/kura
ZEAL,Zealand Pharma A/S,Medium,Health Care,https://www.nasdaq.com/symbol/zeal
URGN,UroGen Pharma Ltd.,Medium,Health Care,https://www.nasdaq.com/symbol/urgn
ENDP,Endo International plc,Medium,Health Care,https://www.nasdaq.com/symbol/endp
AXGN,"AxoGen, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/axgn
CYTK,"Cytokinetics, Incorporated",Medium,Health Care,https://www.nasdaq.com/symbol/cytk
MGNX,"MacroGenics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/mgnx
QTNT,Quotient Limited,Medium,Health Care,https://www.nasdaq.com/symbol/qtnt
AUTL,Autolus Therapeutics plc,Medium,Health Care,https://www.nasdaq.com/symbol/autl
DBVT,DBV Technologies S.A.,Medium,Health Care,https://www.nasdaq.com/symbol/dbvt
TGTX,"TG Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/tgtx
GNFT,GENFIT S.A.,Medium,Health Care,https://www.nasdaq.com/symbol/gnft
MORF,"Morphic Holding, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/morf
ATRA,"Atara Biotherapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/atra
RYTM,"Rhythm Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/rytm
VNDA,Vanda Pharmaceuticals Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/vnda
AKRO,"Akero Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/akro
LMAT,"LeMaitre Vascular, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/lmat
DTIL,"Precision BioSciences, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/dtil
APM,Aptorum Group Limited,Medium,Health Care,https://www.nasdaq.com/symbol/apm
HSKA,Heska Corporation,Medium,Health Care,https://www.nasdaq.com/symbol/hska
XENT,"Intersect ENT, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/xent
CLLS,Cellectis S.A.,Medium,Health Care,https://www.nasdaq.com/symbol/clls
RCKT,"Rocket Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/rckt
ACHN,"Achillion Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/achn
AUPH,Aurinia Pharmaceuticals Inc,Medium,Health Care,https://www.nasdaq.com/symbol/auph
STML,"Stemline Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/stml
CLVS,"Clovis Oncology, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/clvs
SRDX,"Surmodics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/srdx
VKTX,"Viking Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/vktx
RVNC,"Revance Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/rvnc
KPTI,Karyopharm Therapeutics Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/kpti
PSNL,"Personalis, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/psnl
MGTA,"Magenta Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/mgta
THOR,"Synthorx, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/thor
NEPT,Neptune Wellness Solutions Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/nept
KIDS,OrthoPediatrics Corp.,Medium,Health Care,https://www.nasdaq.com/symbol/kids
ATRS,"Antares Pharma, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/atrs
TXMD,"TherapeuticsMD, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/txmd
OSUR,"OraSure Technologies, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/osur
CPRX,"Catalyst Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/cprx
AVRO,"AVROBIO, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/avro
MESO,Mesoblast Limited,Medium,Health Care,https://www.nasdaq.com/symbol/meso
ESTA,Establishment Labs Holdings Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/esta
VIVO,Meridian Bioscience Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/vivo
TMDX,"TransMedics Group, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/tmdx
NXTC,"NextCure, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/nxtc
AKBA,"Akebia Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/akba
CRNX,"Crinetics Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/crnx
EOLS,"Evolus, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/eols
DERM,"Dermira, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/derm
AKRX,"Akorn, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/akrx
CTMX,"CytomX Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/ctmx
PGNX,Progenics Pharmaceuticals Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/pgnx
CCXI,"ChemoCentryx, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/ccxi
ITCI,Intra-Cellular Therapies Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/itci
SVA,"Sinovac Biotech, Ltd.",Medium,Health Care,https://www.nasdaq.com/symbol/sva
KOD,Kodiak Sciences Inc,Medium,Health Care,https://www.nasdaq.com/symbol/kod
SIGA,SIGA Technologies Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/siga
ORGO,Organogenesis Holdings Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/orgo
DOVA,"Dova Pharmaceuticals, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/dova
SIBN,"SI-BONE, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/sibn
MITO,Stealth BioTherapeutics Corp.,Medium,Health Care,https://www.nasdaq.com/symbol/mito
KRTX,"Karuna Therapeutics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/krtx
CBAY,CymaBay Therapeutics Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/cbay
BSTC,BioSpecifics Technologies Corp,Medium,Health Care,https://www.nasdaq.com/symbol/bstc
BIOS,"BioScrip, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/bios
MNOV,"MediciNova, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/mnov
TBIO,"Translate Bio, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/tbio
BYSI,"BeyondSpring, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/bysi
GLYC,"GlycoMimetics, Inc.",Medium,Health Care,https://www.nasdaq.com/symbol/glyc
PRVL,Prevail Therapeutics Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/prvl
MIST,Milestone Pharmaceuticals Inc.,Medium,Health Care,https://www.nasdaq.com/symbol/mist
